0,17,0,17,17,17,17,0.432722731910981,0.432722731910981,0.432722731910981
1551,0,0,17,17,17,17,0.432722731910982,0.432722731910981,0.432722731910981
1651,0,1,17,17,21,21,0.294270194410717,0.60367588696308,0.60367588696308
1751,1,0,16,16,21,21,0.267861535664701,0.60367588696308,0.60367588696308
1851,0,0,20,17,17,17,0.358559857946136,0.705125761989598,0.705125761989598
1951,0,0,21,18,17,17,0.327984732160162,0.705125761989598,0.705125761989598
2051,0,0,19,18,17,17,0.335091626220731,0.705125761989598,0.705125761989598
2151,0,1,17,18,15,15,0.277668843636246,0.847570393639263,0.847570393639263
2301,0,0,19,18,15,15,0.342547276505124,0.847570393639263,0.847570393639263
2451,0,1,19,18,19,19,0.344708698101427,1,1
2601,1,1,23,19,19,19,0.485092449158414,1,1
2751,1,0,55,22,41,19,0.594252919118402,0.761945522859817,1
2901,0,0,43,24,19,19,0.511990762945134,1,1
3051,1,0,37,25,19,19,0.597803594571908,1,1
3201,0,0,28,25,19,19,0.499802804278299,1,1
3351,0,0,33,25,31,19,0.455081849307977,0.935807838879928,1
3501,0,0,37,26,19,19,0.51636461818164,1,1
3651,1,0,35,27,27,19,0.57965305110715,0.955230126925746,1
3801,1,1,33,27,33,19,0.497279632035041,0.895141541037807,1
3951,1,2,28,27,21,19,0.42487606795542,0.928405930287731,1
4101,0,0,21,27,21,19,0.482877747155707,0.928405930287731,1
4251,0,0,21,26,19,19,0.69185314624701,1,1
4401,1,0,18,26,23,19,0.355109244967601,0.798113131048221,1
4551,0,1,23,26,19,19,0.46897440328967,1,1
4701,1,1,20,26,21,19,0.388093056872751,0.829799233870433,1
4851,0,0,19,25,21,19,0.523842910433003,0.92738189717766,1
5001,0,1,21,25,21,19,0.745407801330871,0.92738189717766,1
5151,0,0,15,25,15,19,0.517041628129873,0.517041628129873,1
8701,0,0,15,25,15,19,0.517041628129874,0.517041628129873,1
8851,0,0,15,24,15,19,0.222969365218727,0.517041628129873,1
9001,0,0,14,24,15,19,0.261624353322675,0.533991079553433,1
9151,0,0,13,24,15,19,0.220064634109262,0.533991079553433,1
9301,0,0,13,23,15,19,0.241677312244528,0.537588078830864,1
9451,0,0,14,23,15,19,0.240465545410768,0.537588078830864,1
9613,1,0,14,23,15,19,0.247112040746206,0.537588078830864,1
9811,0,0,14,23,15,19,0.307382982344806,0.537588078830864,1
10011,0,0,3,23,3,19,0.448351091910903,0.448351091910903,1
11061,0,0,3,22,3,19,0.448351091910903,0.448351091910903,1
11261,0,0,3,21,3,19,0.305190073655667,0.580888389195149,1
11511,0,0,3,21,3,19,0.32952757554934,0.580888389195149,1
11761,0,0,3,20,3,19,0.292324470550242,0.580888389195149,1
12011,0,0,3,20,3,19,0.294483289716405,0.580888389195149,1
12261,0,0,3,20,3,19,0.295306048896533,0.580888389195149,1
12511,1,0,3,19,3,19,0.289303044949624,0.580888389195149,1
12761,0,0,3,19,3,19,0.48467318372181,0.580888389195149,1
